Texto,Real,Predicted
primeiroministro israel benjamin netanyahu rejeitou oferta cessarfogo hamas afirmou país caminho vitória total faixa gazathe post petróleo fecha alta meio tensões oriente médio sentimento benigno mercados,neutral,neutral
rumores sobre troca presidente petrobras pagamento dividendos chacoalharam mercadosthe post payroll hoje pode trazer volatilidade junto petrobras campos neto haddad,neutral,neutral
desejo flamengo contar atacante luiz henrique ficou difícil marcos braz,neutral,neutral
publicações redes sociais durante campanha eleitoral 2022 diziam qr code título eleitor digital lido contabilizaria votos então candidato presidência luiz inácio lula silva ptthe post tse multa carla zambelli r 30 mil 8216fake news8217 sobre etítulo,neutral,neutral
acordo encerra contencioso discussão desde fevereiro 2016the post petrobras faz acordo anp pagará r 8324 mi encerrar processo sobre royalty,neutral,neutral
tarde desta sextafeira 08 avelar sport promoveu primeiro dia primeira etapa,neutral,neutral
banco considera nome une boa iniciativas gestão corte custos cenário favorável preços energiathe post eletrobras elet3 morgan stanley elege ação nova 8216top pick8217 setor energia 2024,neutral,neutral
vivendo mundo jujutsu kaisen fácil existem inúmeras maldições mortais vagando aí estrita autoridade suprema feiticeiros supervisionando tudo principal sistema energia sérieos infames energia amaldiçoadapode bastante complicado compreender usar forma eficaz especialmente pessoas nasceram nesta 8230the post melhores mentores jujutsu kaisen appeared first on jornal espalha fato,neutral,neutral
militares eua dizem grupo alinhado irã sendo imprudente ataques navios mar vermelho costa iêmen militares estados unidos alertaram desastre ambiental ataque rebeldes houthi iémen navio carga ter causado mancha petróleo mar 8230the post eua alertam sobre 8216desastre8217 meio maré negra causada navio atingido houthis mar vermelho appeared first on jornal espalha fato,neutral,neutral
últimas semanas ataques mísseis drone navios carga atravessavam mar vermelho causaram maior perturbação comércio global desde pandemia covid19 contudo apesar atraso oferta preços petróleo permaneceram surpreendentemente estáveis resposta guerra israel contra gaza rebeldes houthi 8230the post preços petróleo estáveis apesar tensões médio oriente riscos aumentar appeared first on jornal espalha fato,neutral,neutral
tarde desta sextafeira 08 avelar sport promoveu primeiro dia primeira etapa,neutral,neutral
núcleo inflação exclui variações energia alimentos bebidas tabaco manteve tendência recuo gradual passando 34 anualizados dezembro 33 janeirothe post prévia inflação consumidor zona euro mostra recuo 28 janeiro,neutral,neutral
desistência fluminense flamengo corinthian disputam contratação atacante luiz,neutral,neutral
joint venture nigerian national petroleum company limited totalenergies conseguiu fim queima rotineira gás todos ativos marco divulgado durante inspeção oil mining lease oml 100 sudeste delta níger largo port harcourt equipe combinada 8230the post nnpcltotalenergies jv registra queima zero gás todos ativos appeared first on jornal espalha fato,negative,neutral
grand rapid michigan amanhã primeira vez história time ford field deterá título anfitrião playoff acreditem fãs fiéis sofredores adoro leões adoro ver fizeram disse lou brown presidente legend sport game loja recordações esportivas sede grand rapid 8230the post sucesso leões wolverine impulsiona vendas legend sport and game 8211 fox 17 west michigan news appeared first on jornal espalha fato,positive,neutral
nome pontadireita luiz henrique inscrito bid jogador pode fazer,neutral,neutral
créditos far out youtube ainda seg 8 janeiro 2024 10h34 reino unido apesar billie eilishapesar status maiores estrelas pop mundo admitiu recentemente alguns comentários acompanham sucesso muitas vezes difíceis aceitar últimos ano eilish atração principal festivais 8230the post billie eilish luta acreditar música ajuda pessoas 8211 far out magazine appeared first on jornal espalha fato,neutral,neutral
sob proposta concessões petróleo onshore ativos midstream downstream 3r combinados petrorecôncavothe post acionista 3r propõe cisão ativos onshore incorporação petrorecôncavo 8220candidata natural8221,negative,neutral
agricultores dirigemse capital negociações governo terem conseguido acalmar raiva forças segurança indiana dispararam gás lacrimogéneo tentativa impedir marcha milhares agricultores sobre nova deli fracasso negociações governo emissoras locais mostraram espessas nuvens 8230the post polícia indiana dispara gás lacrimogêneo enquanto agricultores protesto marcham sobre delhi appeared first on jornal espalha fato,neutral,neutral
confira pontos suporte resistência ações petrobrasthe post petr4 ações petrobras operam tendência alta buscam renovar máxima histórica,neutral,neutral
juntamente pesca capturar insetos principais coisas jogadores farão ilha dondoko dragão riqueza infinita kasuga coleta inseto aumenta classificação dokopedia pode vendido loja ilha bom lucro alguns melhores bug ilha dondoko porém 8230the post like dragon infinite wealth melhores insetos ilha dondoko appeared first on jornal espalha fato,positive,neutral
principais conclusões riscv isa aberto baixo consumo energia pode revolucionar computação xsilicon liderando ataque novo núcleo cpugpu arquitetura chip exclusiva xsilicon promete maior eficiência menor consumo energia aceleração ia único hardware embora nova oferta 8230the post inovador chip riscv combina recursos cpu gpu ia único núcleo appeared first on jornal espalha fato,neutral,neutral
petrobras petr4 comunicou nesta segundafeira 4 homologado acordo agência nacional petróleo gás natural biocombustíveis anp encerramento processo judicial envolvendo recálculo participações governamentais campo jubarteo processo questionava royalty participação especial relativas produção petróleo campo jubarte períodos 8230the post petrobras petr4 acordo anp sobre royalty jubarte homologado,positive,neutral
toda quintasfeiras 10h ct loja jogos épicos alterna seleção jogos gratuitos confirma virá próxima semana significa loja jogos épicos usuários podem reivindicar chamado natureza pescador presentes invencíveis atom evemas podem reivindicar ilhotas 4 abril 8230the post jogo gratuito epic game store 4 abril revelado oficialmente appeared first on jornal espalha fato,neutral,neutral
nou pare correr minuto 90 contribuição forma energia dá fede valverde real madrid visão ouro treinador carlo ancelotti claro sobre valor uruguaio significa campo italiano compara 8230the post fede valverde motor appeared first on jornal espalha fato,neutral,neutral
analistas bba afirmaram resultados sólidos superando estimativas casa tanto divisão varejo quanto divisão financiamento consumidorthe post ca salta após balanço 8220provavelmente forte segmento8221 diz itaú bba,neutral,neutral
empresa disse pretende obter informações geológicas área avaliar potencial reservatóriosthe post petrobras encontra hidrocarboneto margem equatorial viabilidade econômica ainda inconclusiva,neutral,neutral
movimentação acontece após divulgação resultados quarto trimestre junto distribução dividendos extraordinários the post opções venda petrobras petr4 chegam subir 1000 queda ações,neutral,neutral
campo extermínio majdanek imagem grupo sovfotouniversal image via getty image meio arame farpado câmaras gás poços tiro horrível campo concentração majdanek polônia ocupada nazistas condessa janina suchodolska visitante surpreendente porém frequente 1942 linda morena 8230the post falso aristocrata enganou nazistas livros entretenimento appeared first on jornal espalha fato,neutral,neutral
premier league presenciou goleada histórica nesta segundafeira 4 27ª rodada,neutral,neutral
fabrício bruno vive momento invejável carreira apesar fracasso rubronegro,neutral,neutral
potencial metáfora refantazio data lançamento vazou online lista varejista recentemente divulgada sugerindo jogo poderia chegar mercado 12 outubro próximo rpg fantasia pessoa desenvolvedor atlus lançando dia ante fuentethe post possível metáfora data lançamento refantazio vaza online appeared first on jornal espalha fato,neutral,neutral
varejista pediu registro oferta ações pode somar r 1 bilhãothe post gpa lança followon meio volatilidade pcar3 goldman vê mérito operação,neutral,neutral
meio alegações interferência indiana eleições nacionais apelo boicote produtos indianos bangladesh semana passada fornecedor gigante indiano ben consumo marico recepção fria área panthapath dhaka mercearias geralmente ansiosas abastecer prateleiras óleo 8230the post campanhas 8216india out8217 fervilham bangladesh meio consequências eleitorais appeared first on jornal espalha fato,neutral,neutral
partida válida sétima rodada campeonato carioca botafogo perdeu 1 0,neutral,neutral
previsões referentes somente fase produção segunda fase contratosthe post aportes produção óleo gás brasil podem ultrapassar r 500 bi 2028 diz anp,neutral,neutral
técnico luiz felipe scolari atlético mostrou assimilou bem derrota cruzeiro,neutral,neutral
centenas tratores bloquearam centro praga parte manifestações contra políticas agrícolas ue agricultores checos protestam contra políticas agrícolas ue exigências ambientais elevados preços energia descritos apoiantes rússia primeiroministro petr fiala segundafeira centenas tratores bloquearam zona 8230the post primeiroministro tcheco rotula agricultores protesto 8216apoiadores moscou8217 appeared first on jornal espalha fato,neutral,neutral
proposta remuneração decidida tensa reunião conselho administração 7 marçothe post petrobras manterá proposta reter dividendos extraordinários assembleia abril,neutral,neutral
território disputado doi países rico petróleo ouro diamante outros minerais pedras preciosas governo guiana apelou carta nações unidasthe post maduro promulga lei anexa território essequibo tensão guiana cresce,neutral,neutral
comparação fevereiro 2023 queda preços produtor chega 83 mês maior queda observada produtos energia recuaram 35 ante janeirothe post preços produtor ppi zona euro caem 10 fevereiro puxados energia,neutral,neutral
companhia realizando primeiro deep dive mergulho profundo detalhar plano estratégico investidores internacionaisthe post petrobras petr4 considera cooperação internacional nova fronteiras margem equatorial,neutral,neutral
banco cita aumento importância petróleo pib brasileiro ações cita cautela petrobras coloca prio preferidathe post jpmorgan vê petróleo u 80 longo prazo lista efeitos economia ações brasil,neutral,neutral
estatal disse avaliando aquisição fatia refinaria demataripe the post petrobras presta esclarecimentos sobre possível intenção comprar fatia vibra,neutral,neutral
empresa subiu 40 número cidades sediarão seleção 916 vagasthe post petrobras suspende inscrições concurso público domingo ampliar locais prova,neutral,neutral
segundo deputado luiz carlos motta plsp veto presidente luiz inácio lula silva pt r 56 bilhões emendas comissão orçamento 2024 mira congressothe post 8220expectativa congresso derrubar veto8221 diz relator orçamento sobre emendas,neutral,neutral
dado estimulam ganhos algumas ações sensíveis ciclo juros sentido reforçam expectativas manutenção corte meio ponto porcentual selic 1125 anothe post pib china petróleo estimulam alta ibovespa 1º dia mês apesar ny fraca,neutral,neutral
destaques jogadores adorando atualização 16 stardew valley nova opções colocação móveis oportunidades hilariantes trollagem npc atualização inclui mudanças importantes jogabilidade opções personalização melhorias movimento melhorias loja clint stardew valley atingiu novos patamares número recorde jogadores 8230the post jogador stardew valley vandaliza loja pierre itens joja appeared first on jornal espalha fato,neutral,neutral
contratar atacante luiz henrique formado divisões base fluminense,neutral,neutral
empresa trouxe melhor alta vendas mesmas lojas setor avançou lucratividadethe post gpa pcar3 traz sinai positivos reestruturação resultado 4º tri ações caem,neutral,neutral
barril tipo brent aproxima u 90the post petróleo sobe comitê opep descartando mudança política cortes oferta,neutral,neutral
duque york príncipe andré supostamente recusou deixar royal lodge rejeitando rei carlos8216planejo transferilo frogmore cottage andrew enfrenta escrutínio intensificado sobre documentos judiciais expõem laços jeffrey epstein relatórios sugerem rei charles distanciará irmão interrompendo financiamento segurança loja 8230the post príncipe andrew supostamente jura resistir qualquer tentativa expulsálo mansão real appeared first on jornal espalha fato,neutral,neutral
companhia sueca petróleo maha energy acionista 3r petroleum rrrp3 solicitou convocação assembleia geral extraordinária age votar destituição atuais membros conselho administração bem redução número conselheiros 7 5além disso acionista propõe eleição membros conselho 8230the post 3r petroleum rrrp3 maha energy pede convocação age votar mudanças conselho,positive,neutral
shell petroleum development company of nigeria spdc limited afirma ter concluído fornecimento 475000 barris petróleo bruto port harcourt refining company limited phrc através bonny oil gas terminal bogt divulgação consta declaração assinada gerente relações mídia shell 8230the post shell fornece 475 mil barris petróleo bruto refinaria portharcourt appeared first on jornal espalha fato,negative,neutral
ano começa riscos geopolíticos sobre preços commodity política monetária federal reserve radarthe post ouro petróleo cinco gráficos sobre commodity acompanhar 2024,neutral,neutral
dura cisjordânia ocupada bahaa eldin abu ra 36 ano homem barbudo cabelos castanhos pouco grisalhos meio certeza exatamente acha duas semanas apesar terem passado duas semanas desde provação apesar loja móvel rodeado 8230the post escudo humano cisjordânia descreve 8216100 minutos tirar fôlego8217 detidos israel appeared first on jornal espalha fato,neutral,neutral
cozinhar característica importante disney luz sonhos vale porque atua grande fonte energia jogadores podem vender alimentos troca moedas valiosas notavelmente jogo oferece seleção diversificada 100 receitas jogadores podem utilizar preparar ampla variedade 8230the post melhores receitas disney dreamlight valley appeared first on jornal espalha fato,neutral,neutral
ainda aderiu mania realidade virtual últimos ano agora bom momento fazêlo meta quest 2 128 gb atualmente disponível walmart u 199 abaixo u 249 retorno preço recorde venda apenas atraente negócio 8230the post obtenha meta quest 2 apenas 199 junto 50 crédito loja quest appeared first on jornal espalha fato,neutral,neutral
camião transportava 60 toneladas gás natural liquefeito gnl colidiu carro explodiu capital mongólia ulaanbaatar explosão ocorreu perto mercado dunjingarav primeiras horas quartafeira hora local iniciando incêndio espalhou rapidamente edifício próximo informou agência nacional gestão 8230the post enorme caminhãotanque transportando gás liquefeito explode fotosvídeos appeared first on jornal espalha fato,positive,positive
ceo comentou ainda além fator hidrologia mercado começou perceber preços subestimados deveriam tão deprimidosthe post preço energia reagiu frustração chuvas pode subir diz auren aure3,neutral,neutral
objetivo varejo agora zerar estoques final ano decepcionantethe post grandes varejistas começam liquidações após final ano,neutral,neutral
preço petróleo subiu oferta restrita ataques infraestrutura energética russa guerra oriente médiothe post opep deve alterar política produção reunião 3 abril,neutral,neutral
presidente luiz inácio lula silva pt criticou nesta quartafeira 20 liberdade,neutral,neutral
explosão ocorreu perto pequim recente série incidentes frequentemente atribuídos padrões segurança frouxos menos pessoa morreu 22 ficaram feridas após suspeita explosão gás restaurante norte china explosão ocorreu pouco ante 8h 00h gmt 8230the post menos morto 22 feridos explosão gás norte china appeared first on jornal espalha fato,neutral,neutral
citi espera ano melhor comparação 2023 acredita receita dependerá fortemente demandathe post lojas renner lren3 citi rebaixa recomendação neutra eleva preçoalvo ação cai,neutral,neutral
destaques jogador mostra réplica caseira gamma gun feita sucata rádio antigo gamma gun poderosa arma energia jogos fallout conhecida capacidade irradiar enfraquecer inimigos humor negro fallout exploração mundo aberto narrativa complexa continuam 8230the post fã fallout faz réplica incrível arma gama rádio antigo appeared first on jornal espalha fato,negative,neutral
gastos jogos vêm sendo responsáveis diminuir renda famílias disponível consumo discricionáriothe post tributação apostas online pode positiva varejistas diz xp,positive,neutral
carreira jogador futebol promissoras salários astronômicos,neutral,neutral
além trabalhar alavancagem casa costuma carregar te menos óbvias ganhos acumulados chegam 422the post br partner banco brasil multilaser outras apostas luiz alves versa,neutral,neutral
vésperas cpi eua foco divide petrobras evento bc brasilthe post ibovespa vivo confira movimenta bolsa dólar juros nesta terça,neutral,neutral
dona marca piracanjuba passa comandada luiz cláudio lorenzothe post irmãos helou deixam operação laticínio bela vista,neutral,neutral
investidores aguardam payroll sextafeirathe post queda petróleo impede ibovespa subir alta ny minério ferro china,neutral,neutral
sobre montante altomar offshore outro potencial enorme acrescentou diretor sustentabilidade petrobrasthe post país capacidade elevar oferta energia solar 100 vezes diz diretor petrobras,neutral,neutral
amanhã cpi índice preços consumidor americano ipca ambo dezembro 2023 acompanhados atençãothe post ibovespa instabilidade divide alta petróleo queda ny minério,neutral,neutral
destaques yuji mostra foco incrível contra sukuna capítulo 256 acertando poderoso black flash ganhando despertar acertar black flash requer incrível controle energia amaldiçoada tornando yuji usuários black flash poderosos jjk fãs antecipam yuji ganhará habilidade acertar black flash 8230the post jujutsu kaisen explicação despertar flash negro yuji appeared first on jornal espalha fato,neutral,neutral
banco aumentou distribuição dividendos três vezes começo deste ano encostou estatal veja rankingthe post itaú 8220abre bolso8221 quase desbanca petrobras pagamento dividendos 1º tri,neutral,neutral
manchester united venceu aston villa 2 1 neste domingo 11 jogo válido 24ª,positive,neutral
promotores federais argumentam presidente eua filho receberam u 5 milhões empresa energia ucraniana informante fbi acusado alegar falsamente manipuladores presidente eua joe biden filho hunter biden aceitaram suborno multimilionário empresa 8230the post informante fbi acusado mentir sobre subornos biden appeared first on jornal espalha fato,neutral,neutral
nesta quintafeira eua informaram recuo bem maior esperado estoques petróleo semanathe post petróleo fecha alta surpresa estoques eua tensões oriente médio,neutral,neutral
wti subiu 022 enquanto brent baixa 052the post petróleo fecha misto meio dólar forte cautela china tensões mar vermelho,neutral,neutral
petróleo brent índice referência eua obtiveram ganhos semanais 6the post petróleo atinge maior nível quase 8 semanas sinai forte crescimento econômico,neutral,neutral
agenda hoje dado varejo ppi euathe post day trade hoje esperar minicontratos ibovespa nesta quintafeira,neutral,neutral
vendas fortes melhora serviço financeiro ganhos crédito tributários explicam melhora companhia base anualthe post lojas renner lren3 lucro r 5269 milhões 4º tri alta 94 ano,neutral,neutral
startup space one sede tóquio pretendia tornar primeira empresa privada japonesa colocar satélite órbita pequeno foguete japonês explodiu logo após lançamento golpe tentativa startup space one sede tóquio tornar primeira empresa local colocar 8230the post foguete japonês combustível sólido explode logo após lançamento appeared first on jornal espalha fato,neutral,neutral
casa nega desafios vê atratividade setores metais básicos varejo luxo veja outras apostasthe post bolsa china pode ver correção 8220níveis realistas8221 oportunidades diz inter,neutral,neutral
volatilidade ações petrobras meio rumores troca comando estatal traz muita preocupaçãothe post 8220lamentável8221 diz conselheiro sobre governança petrobras discussão ceo,neutral,neutral
mundo explora petróleo diamante inexplicavelmente ainda descobriu maior riqueza turismo décadas guerra deixaram marca país povo continuum sorridente acolhedor natureza permanece exuberante intocada precisam visto kwanza desvalorizado 8230the post angola país espera turistas appeared first on jornal espalha fato,neutral,neutral
logo após anúncio contratação luiz henrique torcedor botafogo boa,neutral,neutral
conservador agressivo sobre dividendos meio dessa grande decisão tornarmos empresa petróleo transiçãothe post transição petrobras exige cautela dividendos diz ceo 8220acionistas vão entender8221,neutral,neutral
índices futuros ações norteamericanos bolsas europeias caem meio dado conflitantes europa aguardo pistas sobre queda juros mundothe post queda ny incerteza fiscal empurram ibovespa baixo apesar alta petróleo,neutral,neutral
indicador cheio inclui preços alimentos energia fechou dezembro variação 02 ante novembro 26 12 mesesthe post núcleo inflação consumo pce sobe 02 dezembro fecha ano 29,neutral,neutral
comediante ator pauly costa sendo processado incidente ocorrido local famosa comedy store los angeles advogados reclamante eliot preschutti entrou documentos tribunal superior los angeles sobre incidente ocorrido 15 dezembro 2023 comedy store artigo continuum abaixo anúncio 8230the post pauly shore processado novamente agressão violenta loja comédia appeared first on jornal espalha fato,positive,positive
maturação lojas adquiridas extra melhoras operacionais grande destaque positivo quarto trimestrethe post assai operacional melhor alavancagem investimentos seguem pontos atenção,neutral,neutral
final fantasy 7 renascimento faltam lojas cheios itens ajudar heróis jornada jogadores podem estocar poções matérias série outras ferramentas serviço torna lojas inestimáveis aventura dito fãs deveriam comprar toda guloseimas loja fuentethe post coisas deve comprar lojas ff7 rebirth appeared first on jornal espalha fato,neutral,neutral
paulo visitou corinthian neo quimica arena noite desta terçafeira 30 após,neutral,neutral
ney matogrosso solta voz estúdio gravação lambada serpente djavan cacaso 1980 disco cacaso 80 anosdivulgação kuarup grandes compositores mpb djavan quase nunca gravado ney matogrosso intérprete mesma dimensão artista alagoano descontado registro coletivo música luz mundo djavan caetano veloso chico buarque arnaldo antunes single beneficente rua 1991 idealizado sociólogo betinho 1935 1997 somente gravação nobreza 1982 feita ney duo pianista luiz,neutral,neutral
contudo analistas alertam otimismo pode ter fôlego curto revertendo ganhos recentes commoditythe post petróleo fecha nova alta meio expectativas aumento demanda global,neutral,neutral
executivo defendeu petrobras caixa poderá pagar dividendo próximos doi anosthe post preço banco brasil bbas3 comporta 8220desaforo8221 diz diretor spx,neutral,neutral
queda superior 1 petróleo exterior meio percepção fed vai demorar começar cortar juros pesa papéis petrobrasthe post após subir abertura vale ny ibovespa cai olho queda petróleo petrobras,positive,neutral
setor produtivo diz normativo vai deixar produto caro consumidor governo contestathe post gasto energia cai custo sobe nova regras geladeiras vão impactar consumidor,neutral,neutral
empresa vendeu 550 milhões litros ano passado reduzindo capacidade ociosathe post sebo bovino óleo cozinha jbs vira 8220top 58221 biodiesel,neutral,neutral
cinco membros 2003 jovens titãs séries dotadas habilidades dão poder necessário defender jump city dna alienígena starfire dá habilidade voar disparar rajadas energia verde contra inimigos híbrido humanodemônio raven capaz canalizar poder 8230the post jovens titãs robin poderes appeared first on jornal espalha fato,positive,neutral
empresa desembolsou r 44 milhões fatia usina instalada mina geraisthe post citrosuco vira sócia auren projeto energia solar,neutral,neutral
